"isolate.id"	"sseqid"	"sample.id"	"medium"	"temp"	"oxygen"	"miseq.id"	"pseudoprod"	"protein.source"	"texture"	"treatment"	"atmosphere"	"freezing"	"daysleft"	"freshness"	"centered_cooking_time_clustered"	"bbd_exp"	"additional_recommendation"	"colony_density"	"after_opening_clustered"	"profile"	"profilelong"	"no.ingredients"	"group"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"A1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"C1"	"C3"	"A2"	"C5"	"C6"	"C8"	"D1"	"D2"	"D3"	"D4"	"D5"	"A3"	"D6"	"D7"	"D8"	"A4"	"A5"	"A6"	"A7"	"A8"
"205"	"AXB_095.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"D8"	"columbia"	37	"aerobic"	"Veggie32"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	10	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"206"	"AXB_097.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B2"	"columbia"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"207"	"AXB_098.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B2"	"columbia"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"208"	"AXB_099.27F"	"79c11b1bca02b911edf3a4f918e4ee33"	"B2"	"columbia"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"209"	"AXB_100.27F"	"a3750812d0075ad564da5386c9d753e9"	"B7"	"columbia"	37	"aerobic"	"Veggie15"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"210"	"AXB_101.27F"	"a3750812d0075ad564da5386c9d753e9"	"B7"	"columbia"	37	"aerobic"	"Veggie15"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"211"	"AXB_102.27F"	"a3750812d0075ad564da5386c9d753e9"	"C5"	"columbia"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"212"	"AXB_106.27F"	"f04ede14e4d3c5d56b0532fa456e0857"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.00213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"213"	"AXB_107.27F"	"a3750812d0075ad564da5386c9d753e9"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"214"	"AXB_111.27F"	"a3750812d0075ad564da5386c9d753e9"	"B2"	"columbia"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"215"	"AXB_112.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"B6"	"columbia"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0.00704753336332284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216"	"AXB_113.27F"	"4c13c395e4bd38a9b63d32014f6d618c"	"B6"	"columbia"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter_guillouiae"	0.000606428138265616	0	0	0	0	0	0	0	0	0	0	0	0	0.00146986771190593	0	0	0	0	0	0	0	0	0	0	0	0	0
"217"	"AXB_114.27F"	"1246fffc244c74ee317844af59a95554"	"C5"	"columbia"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"218"	"AXB_115.27F"	"1246fffc244c74ee317844af59a95554"	"C8"	"columbia"	37	"aerobic"	"Veggie24"	"producer 8"	"soy"	"fibrous"	"unclear"	"MAP"	"notfrozen"	8	"f"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"La"	"Lactobacillus"	23	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"219"	"AXB_116.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"D6"	"columbia"	37	"aerobic"	"Veggie30"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	14	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	13	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"220"	"AXB_117.27F"	"9dc31f8ad7cb1b85e043f189f28dff1e"	"D8"	"columbia"	37	"aerobic"	"Veggie32"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	10	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"221"	"AXB_118.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"222"	"AXB_119.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"223"	"AXB_121.27F"	"313813978723450f85bd1aa0f78aab81"	"D4"	"columbia"	37	"aerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Kurthia"	NA	0.0153628461693956	0	0	0.0078125	0	0	0	0	0	0	0	0	0	0	0	0	0.00175746924428822	0	0	0	0	0.000980392156862745	0	0	0	0	0
"224"	"AXB_122.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"225"	"AXB_123.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"D3"	"columbia"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"226"	"AXBH_001.27F"	"0da79289138ccfeec98e3a9252f751b2"	"C1"	"bhi"	37	"aerobic"	"Veggie17"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	13	"f"	"3-5 min"	"expiration date"	"no rec."	"very low/neg"	"0"	"Pro"	"Proteobacteria"	6	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	NA	0	0	0	0	0	0	0	0.0096051227321238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"227"	"AXBH_002.27F"	"a3750812d0075ad564da5386c9d753e9"	"C2"	"bhi"	37	"aerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"228"	"AXBH_003.27F"	"1246fffc244c74ee317844af59a95554"	"C2"	"bhi"	37	"aerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"229"	"AXBH_006.27F"	"a3750812d0075ad564da5386c9d753e9"	"C3"	"bhi"	37	"aerobic"	"Veggie19"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	10	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"La"	"Lactobacillus"	16	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230"	"AXBH_007.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C3"	"bhi"	37	"aerobic"	"Veggie19"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	10	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"La"	"Lactobacillus"	16	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"231"	"AXBH_008.27F"	"a3750812d0075ad564da5386c9d753e9"	"C4"	"bhi"	37	"aerobic"	"Veggie20"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	24	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"Pro"	"Proteobacteria"	18	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"232"	"AXBH_010.27F"	"a3750812d0075ad564da5386c9d753e9"	"C4"	"bhi"	37	"aerobic"	"Veggie20"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	24	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"Pro"	"Proteobacteria"	18	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"233"	"AXBH_011.27F"	"a3750812d0075ad564da5386c9d753e9"	"C5"	"bhi"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"234"	"AXBH_012.27F"	"1246fffc244c74ee317844af59a95554"	"C5"	"bhi"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"235"	"AXBH_014.27F"	"1246fffc244c74ee317844af59a95554"	"C5"	"bhi"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"236"	"AXBH_015.27F"	"f04ede14e4d3c5d56b0532fa456e0857"	"C5"	"bhi"	37	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.00213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"237"	"AXBH_016.27F"	"1246fffc244c74ee317844af59a95554"	"C6"	"bhi"	37	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"238"	"AXBH_017.27F"	"7b6ab538015154de4c2effe45c61830e"	"C6"	"bhi"	37	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.00970285021224985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"239"	"AXBH_018.27F"	"4e170e518872b0d06f9d8370cc1a069c"	"C6"	"bhi"	37	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.0121285627653123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"240"	"AXBH_019.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C7"	"bhi"	37	"aerobic"	"Veggie23"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"241"	"AXBH_020.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"C7"	"bhi"	37	"aerobic"	"Veggie23"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"242"	"AXBH_021.27F"	"f04ede14e4d3c5d56b0532fa456e0857"	"C7"	"bhi"	37	"aerobic"	"Veggie23"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.00213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"243"	"AXBH_022.27F"	"a3750812d0075ad564da5386c9d753e9"	"C8"	"bhi"	37	"aerobic"	"Veggie24"	"producer 8"	"soy"	"fibrous"	"unclear"	"MAP"	"notfrozen"	8	"f"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"La"	"Lactobacillus"	23	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"244"	"AXBH_025.27F"	"1246fffc244c74ee317844af59a95554"	"B3"	"bhi"	37	"aerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"245"	"AXBH_026.27F"	"a3750812d0075ad564da5386c9d753e9"	"B3"	"bhi"	37	"aerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"246"	"AXBH_027.27F"	"a3750812d0075ad564da5386c9d753e9"	"B3"	"bhi"	37	"aerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"247"	"AXBH_028.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"B6"	"bhi"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0.00704753336332284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"248"	"AXBH_030.27F"	"7a824f98caa72189c2b78847f3fa8914"	"B6"	"bhi"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"249"	"AXBH_031.27F"	"855f6d2dc84214e67150b2581a82aef4"	"A1"	"bhi"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	"Carnobacterium_maltaromaticum"	0.00121285627653123	0	0	0.00142045454545455	0	0.000149947518368571	0	0	0	0	0	0	0	0.000489955903968643	0	0	0	0	0	0	0	0	0.0174418604651163	0	0	0	0
